0 20 0
1 20 0
2 20 0
3 20 0
4 20 0
5 20 0
6 20 0
7 20 0
8 20 0
9 20 0
10 20 0
11 20 0
12 20 0
13 20 0
14 19 1
15 19 1
16 19 1
17 19 1
18 19 1
19 19 1
20 19 1
21 19 1
22 19 1
23 19 1
24 19 1
25 19 1
26 19 1
27 19 1
28 19 1
29 19 1
30 19 1
31 19 1
32 19 1
33 19 1
34 19 1
35 19 1
36 19 1
37 19 1
38 19 1
39 19 1
40 19 1
41 19 1
42 19 1
43 19 1
44 19 1
45 19 1
46 19 1
47 19 1
48 19 1
49 19 1
50 19 1
51 19 1
52 19 1
53 19 1
54 19 1
55 19 1
56 18 2
57 18 2
58 18 2
59 18 2
60 18 2
61 18 2
62 18 2
63 18 2
64 18 2
65 18 2
66 18 2
67 18 2
68 18 2
69 18 2
70 18 2
71 18 2
72 18 2
73 18 2
74 18 2
75 17 3
76 16 4
77 16 4
78 16 4
79 16 4
80 16 4
81 16 4
82 16 4
83 16 4
84 16 4
85 16 4
86 16 4
87 16 4
88 16 4
89 14 6
90 14 6
91 14 6
92 14 6
93 14 6
94 14 6
95 14 6
96 14 6
97 14 6
98 14 6
99 14 6
100 14 6
101 14 6
102 14 6
103 14 6
104 14 6
105 14 6
106 13 7
107 13 7
108 13 7
109 13 7
110 13 7
111 13 7
112 13 7
113 13 7
114 13 7
115 13 7
116 13 7
117 13 7
118 13 7
119 13 7
120 13 7
121 13 7
122 13 7
123 13 7
124 13 7
125 13 7
126 13 7
127 13 7
128 12 8
129 12 8
130 12 8
131 12 8
132 12 8
133 12 8
134 12 8
135 12 8
136 12 8
137 12 8
138 12 8
139 12 8
140 12 8
141 12 8
142 12 8
143 12 8
144 12 8
145 12 8
146 12 8
147 12 8
148 12 8
149 12 8
150 12 8
151 12 8
152 12 8
153 12 8
154 12 8
155 12 8
156 12 8
157 12 8
158 12 8
159 12 8
160 12 8
161 12 8
162 12 8
163 12 8
164 12 8
165 12 8
166 12 8
167 12 8
168 12 8
169 12 8
170 12 8
171 12 8
172 12 8
173 12 8
174 12 8
175 12 8
176 12 8
177 12 8
178 12 8
179 11 9
180 11 9
181 11 9
182 11 9
183 11 9
184 11 9
185 11 9
186 11 9
187 11 9
188 11 9
189 11 9
190 11 9
191 11 9
192 11 9
193 11 9
194 11 9
195 11 9
196 11 9
197 11 9
198 11 9
199 11 9
200 10 10
201 10 10
202 10 10
203 10 10
204 10 10
205 10 10
206 10 10
207 10 10
208 10 10
209 10 10
210 10 10
211 10 10
212 10 10
213 10 10
214 10 10
215 10 10
216 10 10
217 10 10
218 10 10
219 10 10
220 10 10
221 10 10
222 10 10
223 9 11
224 9 11
225 9 11
226 9 11
227 9 11
228 9 11
229 9 11
230 9 11
231 9 11
232 9 11
233 9 11
234 9 11
235 9 11
236 9 11
237 9 11
238 9 11
239 9 11
240 9 11
241 9 11
242 9 11
243 9 11
244 9 11
245 9 11
246 9 11
247 9 11
248 9 11
249 9 11
250 9 11
251 9 11
252 9 11
253 9 11
254 9 11
255 9 11
256 9 11
257 9 11
258 9 11
259 9 11
260 9 11
261 9 11
262 9 11
263 9 11
264 9 11
265 9 11
266 9 11
267 7 13
268 7 13
269 7 13
270 7 13
271 7 13
272 7 13
273 7 13
274 7 13
275 7 13
276 7 13
277 7 13
278 7 13
279 7 13
280 7 13
281 7 13
282 7 13
283 7 13
284 7 13
285 7 13
286 7 13
287 7 13
288 7 13
289 7 13
290 7 13
291 7 13
292 7 13
293 7 13
294 7 13
295 7 13
296 7 13
297 7 13
298 7 13
299 7 13
300 7 13
301 7 13
302 7 13
303 7 13
304 7 13
305 7 13
306 6 14
307 6 14
308 5 15
309 5 15
310 5 15
311 5 15
312 5 15
313 5 15
314 5 15
315 5 15
316 5 15
317 5 15
318 5 15
